mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_class_weight,param_penalty,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.03319792747497559,0.012963628404540812,0.009357118606567382,0.005627001891700862,0.01,balanced,l1,liblinear,"{'C': 0.01, 'class_weight': 'balanced', 'penalty': 'l1', 'solver': 'liblinear'}",0.8444852850393234,0.8518841061987508,0.8679412603009207,0.8551388298614632,0.8576972201748211,0.8554293403150559,0.0076696394691322944,2
0.04537720680236816,0.0032059193384432285,0.009577560424804687,0.005578481192875128,0.01,balanced,l2,liblinear,"{'C': 0.01, 'class_weight': 'balanced', 'penalty': 'l2', 'solver': 'liblinear'}",0.8392184533877808,0.8555679673245398,0.8560860244580415,0.8566033465819884,0.8544524235573075,0.8523856430619317,0.006622016289670255,10
0.06647963523864746,0.0097318593639324,0.010053539276123047,0.005043822463732228,0.1,balanced,l1,liblinear,"{'C': 0.1, 'class_weight': 'balanced', 'penalty': 'l1', 'solver': 'liblinear'}",0.8436806216945881,0.8621432833322937,0.8632952665243445,0.8588866484080259,0.857312490933521,0.8570636621785546,0.007030311670553553,1
0.07812318801879883,0.018538060463176395,0.008623313903808594,0.005185894099490155,0.1,balanced,l2,liblinear,"{'C': 0.1, 'class_weight': 'balanced', 'penalty': 'l2', 'solver': 'liblinear'}",0.8424602964951025,0.8590128761686228,0.8632952665243445,0.8593313940316631,0.8528748343528921,0.8553949335145251,0.007275386267766821,3
0.22191853523254396,0.08939827211396614,0.010779523849487304,0.0076786653459714185,1.0,balanced,l1,liblinear,"{'C': 1, 'class_weight': 'balanced', 'penalty': 'l1', 'solver': 'liblinear'}",0.8417353712963861,0.8590128761686228,0.8627185759981052,0.8586096501068528,0.8527277613544747,0.8549608469848883,0.0073459504870523485,9
0.08701977729797364,0.006846381531476026,0.010106182098388672,0.008273889935800341,1.0,balanced,l2,liblinear,"{'C': 1, 'class_weight': 'balanced', 'penalty': 'l2', 'solver': 'liblinear'}",0.8418934994728983,0.8584379068094257,0.8632952665243445,0.8599068092801844,0.8527277613544747,0.8552522486882654,0.007501102649314805,4
1.3941354751586914,0.3268667740490734,0.009440183639526367,0.0062838812473497326,10.0,balanced,l1,liblinear,"{'C': 10, 'class_weight': 'balanced', 'penalty': 'l1', 'solver': 'liblinear'}",0.8418934994728983,0.8584379068094257,0.8632952665243445,0.8599068092801844,0.8527277613544747,0.8552522486882654,0.007501102649314805,4
0.10864691734313965,0.012566579913854225,0.01413869857788086,0.007171452054308275,10.0,balanced,l2,liblinear,"{'C': 10, 'class_weight': 'balanced', 'penalty': 'l2', 'solver': 'liblinear'}",0.8418934994728983,0.8584379068094257,0.8632952665243445,0.8599068092801844,0.8527277613544747,0.8552522486882654,0.007501102649314805,4
1.6421731472015382,0.20990417086902297,0.01128077507019043,0.008250770232167621,100.0,balanced,l1,liblinear,"{'C': 100, 'class_weight': 'balanced', 'penalty': 'l1', 'solver': 'liblinear'}",0.8418934994728983,0.8584379068094257,0.8632952665243445,0.8593313940316631,0.8527277613544747,0.8551371656385612,0.007432912977626744,7
0.12306857109069824,0.01078628526410494,0.00409083366394043,0.006417647424048765,100.0,balanced,l2,liblinear,"{'C': 100, 'class_weight': 'balanced', 'penalty': 'l2', 'solver': 'liblinear'}",0.8418934994728983,0.8584379068094257,0.8632952665243445,0.8593313940316631,0.8527277613544747,0.8551371656385612,0.007432912977626744,7
